Clemson University+Clemson University 
Purdue University+Purdue University-West Lafayette 
University of Georgia+University of Georgia 
University of Maryland, College Park+University of Maryland-College Park 
University of Pittsburgh+University of Pittsburgh 
Texas A&M University+Texas A&M University-College Station 
Worcester Polytechnic Institute+Worcester Polytechnic Institute 
Rutgers University+Rutgers, The State University of New Jersey-New Brunswick 
American University+American University 
Baylor University+Baylor University 
University of Iowa+University of Iowa 
University of Minnesota+University of Minnesota-Twin Cities 
Virginia Tech+Virginia Tech 
Clark University+Clark University 
Indiana University Bloomington+Indiana University-Bloomington 
Marquette University+Marquette University 
Miami University+Miami University-Oxford 
Stevens Institute of Technology+Stevens Institute of Technology 
State University of New York College of Environment...+SUNY College of Environmental Science and Forestry 
Texas Christian University+Texas Christian University 
University of Delaware+University of Delaware 
University of Massachusetts Amherst+University of Massachusetts-Amherst 
Michigan State University+Michigan State University 
University of California, Santa Cruz+University of California-Santa Cruz 
University of Vermont+University of Vermont 
Binghamton University+Binghamton University-SUNY 
Colorado School of Mines+Colorado School of Mines 
Stony Brook University+Stony Brook University-SUNY 
University of Alabama+University of Alabama 
University of Colorado Boulder+University of Colorado-Boulder 
University of Denver+University of Denver 
University of Tulsa+University of Tulsa 
Drexel University+Drexel University 
Florida State University+Florida State University 
North Carolina State University+North Carolina State University-Raleigh 
University of San Diego+University of San Diego 
Saint Louis University+Saint Louis University 
University of Missouri+University of Missouri 
University of Nebraska–Lincoln+University of Nebraska-Lincoln 
University of New Hampshire+University of New Hampshire 
Auburn University+Auburn University 
University at Buffalo+University at Buffalo-SUNY 
University of Dayton+University of Dayton 
Iowa State University+Iowa State University 
Loyola University Chicago+Loyola University Chicago 
University of Kansas+University of Kansas 
University of Oklahoma+University of Oklahoma 
University of Oregon+University of Oregon 
University of San Francisco+University of San Francisco 
University of Tennessee+University of Tennessee 
University of California, Riverside+University of California-Riverside 
University of South Carolina+University of South Carolina 
University of St. Thomas+University of St. Thomas 
The Catholic University of America+The Catholic University of America 
Duquesne University+Duquesne University 
Illinois Institute of Technology+Illinois Institute of Technology 
Michigan Technological University+Michigan Technological University 
University of the Pacific+University of the Pacific 
Clarkson University+Clarkson University 
Colorado State University+Colorado State University 
DePaul University+DePaul University 
Temple University+Temple University 
University of Arizona+University of Arizona 
Rutgers University+Rutgers, The State University of New Jersey-Newark 
Seton Hall University+Seton Hall University 
University at Albany, SUNY+University at Albany-SUNY 
Arizona State University+Arizona State University-Tempe 
Louisiana State University+Louisiana State University-Baton Rouge 
Ohio University+Ohio University 
University of Cincinnati+University of Cincinnati 
University of Kentucky+University of Kentucky 
University of Utah+University of Utah 
Hofstra University+Hofstra University 
The New School+New School 
University of Arkansas+University of Arkansas 
George Mason University+George Mason University 
Missouri University of Science and Technology+Missouri University of Science & Technology 
Oregon State University+Oregon State University 
Washington State University+Washington State University 
Illinois State University+Illinois State University
Kansas State University+Kansas State University 
St. John Fisher College+St. John Fisher College 
Howard University+Howard University 
Oklahoma State University–Stillwater+Oklahoma State University 
St. John's University+St. John's University 
University of Texas at Dallas+University of Texas-Dallas 
Adelphi University+Adelphi University 
New Jersey Institute of Technology+New Jersey Institute of Technology 
San Diego State University+San Diego State University 
University of Alabama at Birmingham+University of Alabama-Birmingham 
University of Illinois at Chicago+University of Illinois-Chicago 
University of Maryland, Baltimore County+University of Maryland-Baltimore County 
University of Mississippi+University of Mississippi 
Maryville University+Maryville University of St. Louis 
Mississippi State University+Mississippi State University 
Texas Tech University+Texas Tech University 
University of Massachusetts Lowell+University of Massachusetts-Lowell 
Virginia Commonwealth University+Virginia Commonwealth University 
Biola University+Biola University 
University of Louisville+University of Louisville 
University of Rhode Island+University of Rhode Island 
University of South Florida+University of South Florida 
University of Wyoming+University of Wyoming 
University of Idaho+University of Idaho 
University of La Verne+University of La Verne 
Andrews University+Andrews University 
University of Hawaii at Manoa+University of Hawaii-Manoa 
University of North Dakota+University of North Dakota 
University of South Dakota+University of South Dakota 
West Virginia University+West Virginia University 
Azusa Pacific University+Azusa Pacific University 
Ball State University+Ball State University 
Bowling Green State University+Bowling Green State University 
Florida Institute of Technology+Florida Institute of Technology 
Pace University+Pace University 
University of Central Florida+University of Central Florida 
University of Maine+University of Maine 
Western Michigan University+Western Michigan University 
Edgewood College+Edgewood College 
Immaculata University+Immaculata University 
North Dakota State University+North Dakota State University 
South Dakota State University+South Dakota State University 
Spalding University+Spalding University 1
Saint Mary's University of Minnesota+St. Mary's University of Minnesota 
University of Alabama in Huntsville+University of Alabama-Huntsville 
University of North Carolina at Greensboro+University of North Carolina-Greensboro 
Southern Illinois University Carbondale+Southern Illinois University-Carbondale 
University of Houston+University of Houston 
University of Missouri–Kansas City+University of Missouri-Kansas City 
University of New Mexico+University of New Mexico 
Widener University+Widener University 
Central Michigan University+Central Michigan University 
Indiana University – Purdue University Indianapolis+Indiana University - Purdue University - Indianapolis 
Kent State University+Kent State University 
Northern Illinois University+Northern Illinois University 
University of Montana+University of Montana 
University of Nevada, Reno+University of Nevada-Reno 
Utah State University+Utah State University 
Louisiana Tech University+Louisiana Tech University 
