Princeton University+Princeton University 
Harvard University+Harvard University 
Yale University+Yale University 
Columbia University+Columbia University 
Stanford University+Stanford University 
University of Chicago+University of Chicago 
Massachusetts Institute of Technology+Massachusetts Institute of Technology 
Duke University+Duke University 
University of Pennsylvania+University of Pennsylvania 
California Institute of Technology+California Institute of Technology 
Dartmouth College+Dartmouth College 
Johns Hopkins University+Johns Hopkins University 
Northwestern University+Northwestern University 
Washington University in St. Louis+Washington University in St. Louis 
Cornell University+Cornell University 
Brown University+Brown University 
University of Notre Dame+University of Notre Dame 
Vanderbilt University+Vanderbilt University 
Rice University+Rice University 
University of California, Berkeley+University of California-Berkeley 
Emory University+Emory University 
Georgetown University+Georgetown University 
University of California, Los Angeles+University of California-Los Angeles 
University of Virginia+University of Virginia 
Carnegie Mellon University+Carnegie Mellon University 
University of Southern California+University of Southern California 
Tufts University+Tufts University 
Wake Forest University+Wake Forest University 
University of Michigan+University of Michigan-Ann Arbor 
University of North Carolina at Chapel Hill+University of North Carolina-Chapel Hill 
Boston College+Boston College 
New York University+New York University 
College of William & Mary+College of William and Mary 
University of Rochester+University of Rochester 
Brandeis University+Brandeis University 
Georgia Institute of Technology+Georgia Institute of Technology 
University of California, San Diego+University of California-San Diego 
Case Western Reserve University+Case Western Reserve University 
University of California, Davis+University of California-Davis 
Lehigh University+Lehigh University 
University of California, Santa Barbara+University of California-Santa Barbara 
Boston University+Boston University 
Northeastern University+Northeastern University 
Rensselaer Polytechnic Institute+Rensselaer Polytechnic Institute 
University of California, Irvine+University of California-Irvine 
University of Illinois at Urbana–Champaign+University of Illinois-Urbana-Champaign 
University of Wisconsin‑Madison+University of Wisconsin-Madison 
Pennsylvania State University+Pennsylvania State University-University Park 
University of Florida+University of Florida 
University of Miami+University of Miami 
University of Washington+University of Washington 
Yeshiva University+Yeshiva University 
University of Texas at Austin+University of Texas-Austin 
George Washington University+George Washington University 
Ohio State University+Ohio State University-Columbus 
Pepperdine University+Pepperdine University 
Tulane University+Tulane University 
Fordham University+Fordham University 
Southern Methodist University+Southern Methodist University 
Syracuse University+Syracuse University 
University of Connecticut+University of Connecticut 
Brigham Young University+Brigham Young University-Provo 
